Effective Date,Anticipated End Date,End Date,start,end,Location
8/31/2014,11/30/2014,11/30/2014,162,253,Freetown - Sierra Leone
9/1/2014,11/16/2014,11/16/2014,163,239,Kailahun - Sierra Leone
9/1/2014,9/10/2014,9/10/2014,163,172,Freetown - Sierra Leone
9/1/2014,10/26/2014,10/26/2014,163,218,Kailahun - Sierra Leone
9/2/2014,10/26/2014,10/26/2014,164,218,Kailahun - Sierra Leone
9/3/2014,10/28/2014,10/28/2014,165,220,Kailahun - Sierra Leone
9/4/2014,11/4/2014,10/29/2014,166,227,Bo - Sierra Leone
9/4/2014,10/4/2014,10/4/2014,166,196,Kailahun - Sierra Leone
9/4/2014,11/17/2014,11/17/2014,166,240,Bo - Sierra Leone
9/5/2014,11/17/2014,11/17/2014,167,240,Bo - Sierra Leone
9/5/2014,9/30/2014,10/26/2014,167,192,Kailahun - Sierra Leone
9/6/2014,10/29/2014,10/29/2014,168,221,Bo - Sierra Leone
9/6/2014,11/27/2014,11/27/2014,168,250,Bo - Sierra Leone
9/7/2014,11/5/2014,11/5/2014,169,228,Bo - Sierra Leone
9/7/2014,11/6/2014,11/6/2014,169,229,Kailahun - Sierra Leone
9/7/2014,10/7/2014,10/6/2014,169,199,Kailahun - Sierra Leone
9/7/2014,11/24/2014,11/24/2014,169,247,Freetown - Sierra Leone
9/7/2014,11/12/2014,11/12/2014,169,235,Freetown - Sierra Leone
9/7/2014,9/25/2014,9/25/2014,169,187,Freetown - Sierra Leone
9/7/2014,11/2/2014,11/2/2014,169,225,Bo - Sierra Leone
9/8/2014,10/23/2014,11/13/2014,170,215,Kailahun - Sierra Leone
9/8/2014,11/2/2014,11/2/2014,170,225,Bo - Sierra Leone
9/9/2014,10/13/2014,10/17/2014,171,205,Freetown - Sierra Leone
9/9/2014,11/24/2014,11/24/2014,171,247,Bo - Sierra Leone
9/9/2014,11/24/2014,11/24/2014,171,247,Bo - Sierra Leone
9/9/2014,11/12/2014,11/12/2014,171,235,Kailahun - Sierra Leone
9/11/2014,12/7/2014,12/7/2014,173,260,Freetown - Sierra Leone
9/12/2014,10/17/2014,10/10/2014,174,209,Bo - Sierra Leone
9/12/2014,12/21/2014,12/21/2014,174,274,Bo - Sierra Leone
9/14/2014,10/14/2014,9/30/2014,176,206,Kailahun - Sierra Leone
9/14/2014,11/13/2014,11/13/2014,176,236,Bo - Sierra Leone
9/15/2014,11/14/2014,11/14/2014,177,237,Kailahun - Sierra Leone
9/15/2014,11/3/2014,11/3/2014,177,226,Kailahun - Sierra Leone
9/15/2014,12/5/2014,12/5/2014,177,258,Kailahun - Sierra Leone
9/15/2014,11/16/2014,11/16/2014,177,239,Freetown - Sierra Leone
9/15/2014,11/4/2014,11/4/2014,177,227,Kailahun - Sierra Leone
9/16/2014,11/1/2014,11/1/2014,178,224,Bo - Sierra Leone
9/16/2014,12/8/2014,12/8/2014,178,261,Bo - Sierra Leone
9/16/2014,12/8/2014,12/8/2014,178,261,Kailahun - Sierra Leone
9/17/2014,11/13/2014,11/13/2014,179,236,Bo - Sierra Leone
9/20/2014,11/20/2014,11/16/2014,182,243,Freetown - Sierra Leone
9/21/2014,11/24/2014,11/24/2014,183,247,Bo - Sierra Leone
9/21/2014,11/16/2014,11/16/2014,183,239,Bo - Sierra Leone
9/21/2014,12/8/2014,12/8/2014,183,261,Kailahun - Sierra Leone
9/24/2014,12/2/2014,12/2/2014,186,255,Bo - Sierra Leone
9/25/2014,10/11/2014,10/13/2014,187,203,Freetown - Sierra Leone
9/26/2014,11/15/2014,10/5/2014,188,238,Freetown - Sierra Leone
9/27/2014,11/1/2014,11/25/2014,189,224,Bo - Sierra Leone
9/28/2014,11/13/2014,11/13/2014,190,236,Kailahun - Sierra Leone
9/28/2014,12/21/2014,12/21/2014,190,274,Bo - Sierra Leone
9/28/2014,12/5/2014,12/5/2014,190,258,Kailahun - Sierra Leone
9/29/2014,10/17/2014,11/17/2014,191,209,Kailahun - Sierra Leone
9/30/2014,12/21/2014,12/21/2014,192,274,Bo - Sierra Leone
9/30/2014,11/24/2014,11/24/2014,192,247,Freetown - Sierra Leone
9/30/2014,12/29/2014,11/16/2014,192,282,Bo - Sierra Leone
10/1/2014,12/29/2014,11/2/2014,193,282,Bo - Sierra Leone
10/2/2014,11/24/2014,11/24/2014,194,247,Bo - Sierra Leone
10/3/2014,11/30/2014,11/30/2014,195,253,Bo - Sierra Leone
10/4/2014,12/5/2014,12/5/2014,196,258,Bo - Sierra Leone
10/5/2014,10/15/2014,10/15/2014,197,207,Freetown - Sierra Leone
10/5/2014,12/3/2014,12/3/2014,197,256,Freetown - Sierra Leone
10/5/2014,11/23/2014,11/23/2014,197,246,Bo - Sierra Leone
10/5/2014,12/8/2014,12/8/2014,197,261,Bo - Sierra Leone
10/6/2014,12/13/2014,12/13/2014,198,266,Bo - Sierra Leone
10/6/2014,12/5/2014,12/21/2014,198,258,Freetown - Sierra Leone
10/7/2014,12/7/2014,12/7/2014,199,260,Freetown - Sierra Leone
10/7/2014,11/5/2014,11/5/2014,199,228,Bo - Sierra Leone
10/8/2014,10/15/2014,10/13/2014,200,207,Freetown - Sierra Leone
10/9/2014,12/26/2014,10/23/2014,201,279,Bo - Sierra Leone
10/10/2014,12/24/2014,12/24/2014,202,277,Bo - Sierra Leone
10/10/2014,12/17/2014,12/17/2014,202,270,Bo - Sierra Leone
10/10/2014,11/30/2014,11/12/2014,202,253,Freetown - Sierra Leone
10/11/2014,11/4/2014,11/3/2014,203,227,Freetown - Sierra Leone
10/12/2014,12/5/2014,12/5/2014,204,258,Bo - Sierra Leone
10/12/2014,12/31/2014,12/31/2014,204,284,Freetown - Sierra Leone
10/12/2014,12/3/2014,12/3/2014,204,256,Bo - Sierra Leone
10/13/2014,12/8/2014,12/8/2014,205,261,Bo - Sierra Leone
10/13/2014,12/13/2014,10/28/2014,205,266,Bo - Sierra Leone
10/14/2014,1/7/2015,1/7/2015,206,291,Bo - Sierra Leone
10/15/2014,10/26/2014,10/27/2014,207,218,Freetown - Sierra Leone
10/17/2014,11/12/2014,11/24/2014,209,235,Bo - Sierra Leone
10/18/2014,12/14/2014,12/14/2014,210,267,Bo - Sierra Leone
10/18/2014,1/14/2015,1/14/2015,210,298,Freetown - Sierra Leone
10/21/2014,1/7/2015,1/11/2015,213,291,Bo - Sierra Leone
10/22/2014,1/1/2015,1/11/2015,214,285,Bo - Sierra Leone
10/23/2014,1/11/2015,1/11/2015,215,295,Bo - Sierra Leone
10/23/2014,1/23/2015,11/23/2014,215,307,Freetown - Sierra Leone
10/23/2014,1/11/2015,1/11/2015,215,295,Freetown - Sierra Leone
10/24/2014,11/16/2014,11/17/2014,216,239,Freetown - Sierra Leone
10/25/2014,11/24/2014,12/14/2014,217,247,Bo - Sierra Leone
10/31/2014,12/1/2014,12/2/2014,223,254,Freetown - Sierra Leone
11/1/2014,1/12/2015,1/12/2015,224,296,Bo - Sierra Leone
11/1/2014,1/7/2015,1/7/2015,224,291,Bo - Sierra Leone
11/2/2014,12/7/2014,12/3/2014,225,260,Bo - Sierra Leone
11/3/2014,12/29/2014,1/7/2015,226,282,Bo - Sierra Leone
11/3/2014,2/4/2015,2/4/2015,226,319,Bo - Sierra Leone
11/4/2014,1/3/2015,1/3/2015,227,287,Freetown - Sierra Leone
11/4/2014,12/21/2014,1/11/2015,227,274,Freetown - Sierra Leone
11/5/2014,12/17/2014,1/11/2015,228,270,Bo - Sierra Leone
11/11/2014,2/9/2015,2/9/2015,234,324,Freetown - Sierra Leone
11/11/2014,12/31/2014,12/31/2014,234,284,Bo - Sierra Leone
11/12/2014,3/8/2015,3/8/2015,235,351,Bo - Sierra Leone
11/12/2014,11/19/2014,11/19/2014,235,242,Freetown - Sierra Leone
11/17/2014,1/2/2015,1/21/2015,240,286,Freetown - Sierra Leone
11/18/2014,1/11/2015,1/11/2015,241,295,Bo - Sierra Leone
11/19/2014,12/31/2014,12/18/2014,242,284,Freetown - Sierra Leone
11/24/2014,3/3/2015,,247,346,Freetown - Sierra Leone
